Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Cell_type,source_name
SRR8523172,OTHER,302,4139013586,PRJNA498483,SAMN10863560,1883895970,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326007,GSM3588984,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588984,SRP166868,retina,retina
SRR8523173,OTHER,302,3854445932,PRJNA498483,SAMN10863559,1720307772,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326008,GSM3588985,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588985,SRP166868,retina,retina
SRR8523174,OTHER,302,4304137522,PRJNA498483,SAMN10863558,1930902316,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326009,GSM3588986,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588986,SRP166868,retina,retina
SRR8523175,OTHER,302,3830418208,PRJNA498483,SAMN10863557,1728328141,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326010,GSM3588987,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588987,SRP166868,retina,retina
SRR8523176,OTHER,302,4500755226,PRJNA498483,SAMN10863556,2020122373,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326011,GSM3588988,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588988,SRP166868,retina,retina
SRR8523177,OTHER,302,4539293748,PRJNA498483,SAMN10863555,2040117249,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326012,GSM3588989,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588989,SRP166868,retina,retina
SRR8523178,OTHER,302,4243871912,PRJNA498483,SAMN10863554,1926595413,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326013,GSM3588990,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588990,SRP166868,retina,retina
SRR8523179,OTHER,302,4401009760,PRJNA498483,SAMN10863553,1967121816,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326014,GSM3588991,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588991,SRP166868,retina,retina
SRR8523180,OTHER,302,3976313804,PRJNA498483,SAMN10863552,1814634431,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326015,GSM3588992,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588992,SRP166868,retina,retina
SRR8523181,OTHER,302,3971567874,PRJNA498483,SAMN10863551,1773797147,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326016,GSM3588993,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588993,SRP166868,retina,retina
SRR8523182,OTHER,302,3932675106,PRJNA498483,SAMN10863550,1757544250,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326017,GSM3588994,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588994,SRP166868,retina,retina
SRR8523183,OTHER,302,3770173134,PRJNA498483,SAMN10863549,1691740958,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326018,GSM3588995,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588995,SRP166868,retina,retina
SRR8523184,OTHER,302,3887560232,PRJNA498483,SAMN10863548,1818682956,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326019,GSM3588996,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588996,SRP166868,retina,retina
SRR8523185,OTHER,302,9722799400,PRJNA498483,SAMN10863547,4353492960,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326020,GSM3588997,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588997,SRP166868,retina,retina
SRR8523186,OTHER,302,3918365440,PRJNA498483,SAMN10863546,1762201350,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326021,GSM3588998,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588998,SRP166868,retina,retina
SRR8523187,OTHER,302,4139938612,PRJNA498483,SAMN10863545,1836007093,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326022,GSM3588999,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3588999,SRP166868,retina,retina
SRR8523188,OTHER,302,4240179358,PRJNA498483,SAMN10863544,1900043809,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326023,GSM3589000,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589000,SRP166868,retina,retina
SRR8523189,OTHER,302,4449904466,PRJNA498483,SAMN10863543,2015340835,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326024,GSM3589001,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589001,SRP166868,retina,retina
SRR8523190,OTHER,302,4587746930,PRJNA498483,SAMN10863542,2135667496,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326025,GSM3589002,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589002,SRP166868,retina,retina
SRR8523191,OTHER,302,5414765474,PRJNA498483,SAMN10863541,2455081161,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326026,GSM3589003,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589003,SRP166868,retina,retina
SRR8523192,OTHER,302,1208846204,PRJNA498483,SAMN10863540,577476927,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326027,GSM3589004,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589004,SRP166868,retina,retina
SRR8523193,OTHER,302,4811142672,PRJNA498483,SAMN10863539,2232045124,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326028,GSM3589005,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589005,SRP166868,retina,retina
SRR8523194,OTHER,302,2683369056,PRJNA498483,SAMN10863538,1273886762,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326029,GSM3589006,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589006,SRP166868,retina,retina
SRR8523195,OTHER,302,4643340298,PRJNA498483,SAMN10863537,2112581193,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326030,GSM3589007,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589007,SRP166868,retina,retina
SRR8523196,OTHER,302,6094469324,PRJNA498483,SAMN10863592,2763964072,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326031,GSM3589008,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589008,SRP166868,retina,retina
SRR8523197,OTHER,302,5104780594,PRJNA498483,SAMN10863536,2336770596,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326032,GSM3589009,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589009,SRP166868,retina,retina
SRR8523198,OTHER,302,5647646734,PRJNA498483,SAMN10863535,2585486371,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326033,GSM3589010,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589010,SRP166868,retina,retina
SRR8523199,OTHER,302,5530231550,PRJNA498483,SAMN10863534,2511514374,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326034,GSM3589011,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589011,SRP166868,retina,retina
SRR8523200,OTHER,302,5514792706,PRJNA498483,SAMN10863533,2537934720,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326035,GSM3589012,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589012,SRP166868,retina,retina
SRR8523201,OTHER,302,3103035202,PRJNA498483,SAMN10863593,1477783410,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326036,GSM3589013,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589013,SRP166868,retina,retina
SRR8523202,OTHER,302,4878548468,PRJNA498483,SAMN10863591,2297722285,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326037,GSM3589014,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589014,SRP166868,retina,retina
SRR8523203,OTHER,302,5122098482,PRJNA498483,SAMN10863590,2360155254,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326038,GSM3589015,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589015,SRP166868,retina,retina
SRR8523204,OTHER,302,4585381062,PRJNA498483,SAMN10863589,2136030845,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326039,GSM3589016,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589016,SRP166868,retina,retina
SRR8523205,OTHER,302,5282058218,PRJNA498483,SAMN10863588,2457508040,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326040,GSM3589017,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589017,SRP166868,retina,retina
SRR8523206,OTHER,302,4360155200,PRJNA498483,SAMN10863587,2005434905,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326041,GSM3589018,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589018,SRP166868,retina,retina
SRR8523207,OTHER,302,5333820414,PRJNA498483,SAMN10863586,2437544756,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326191,GSM3589019,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589019,SRP166868,retina,retina
SRR8523208,OTHER,302,4516166588,PRJNA498483,SAMN10863585,2060960543,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326192,GSM3589020,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589020,SRP166868,retina,retina
SRR8523209,OTHER,302,2702459080,PRJNA498483,SAMN10863584,1291949498,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326193,GSM3589021,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589021,SRP166868,retina,retina
SRR8523210,OTHER,302,5186854530,PRJNA498483,SAMN10863583,2377346470,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326194,GSM3589022,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589022,SRP166868,retina,retina
SRR8523211,OTHER,302,4709752816,PRJNA498483,SAMN10863582,2146687160,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326195,GSM3589023,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589023,SRP166868,retina,retina
SRR8523212,OTHER,302,3862600234,PRJNA498483,SAMN10863581,1942620672,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326196,GSM3589024,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589024,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523213,OTHER,302,4344759542,PRJNA498483,SAMN10863580,2152031420,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326197,GSM3589025,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589025,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523214,OTHER,302,4269632210,PRJNA498483,SAMN10863579,2142567701,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326198,GSM3589026,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589026,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523215,OTHER,302,4407445078,PRJNA498483,SAMN10863578,2156913920,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326199,GSM3589027,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589027,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523216,OTHER,302,4396785384,PRJNA498483,SAMN10863577,2176872329,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326200,GSM3589028,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589028,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523217,OTHER,302,3860426136,PRJNA498483,SAMN10863576,1910746662,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326201,GSM3589029,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589029,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523218,OTHER,302,4195870522,PRJNA498483,SAMN10863575,2063025604,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326202,GSM3589030,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589030,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523219,OTHER,302,5068876116,PRJNA498483,SAMN10863574,2492079630,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326203,GSM3589031,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589031,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523220,OTHER,302,4822797758,PRJNA498483,SAMN10863573,2369607791,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326204,GSM3589032,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589032,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523221,OTHER,302,4988013200,PRJNA498483,SAMN10863572,2463904124,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326205,GSM3589033,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589033,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523222,OTHER,302,4260596974,PRJNA498483,SAMN10863571,2119399320,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326206,GSM3589034,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589034,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523223,OTHER,302,4438972972,PRJNA498483,SAMN10863570,2192973711,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326207,GSM3589035,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589035,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523224,OTHER,302,4397080740,PRJNA498483,SAMN10863569,2172217083,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326208,GSM3589036,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589036,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523225,OTHER,302,3595507810,PRJNA498483,SAMN10863568,1808280747,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326209,GSM3589037,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589037,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523226,OTHER,302,1346394218,PRJNA498483,SAMN10863567,666714497,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326210,GSM3589038,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589038,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523227,OTHER,302,1118629140,PRJNA498483,SAMN10863566,553618128,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326211,GSM3589039,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589039,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523228,OTHER,302,5210909736,PRJNA498483,SAMN10863565,2554473964,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326212,GSM3589040,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589040,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523229,OTHER,302,5001032722,PRJNA498483,SAMN10863623,2472463224,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326213,GSM3589041,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589041,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523230,OTHER,302,4583629764,PRJNA498483,SAMN10863622,2255028254,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326214,GSM3589042,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589042,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523231,OTHER,302,4542200498,PRJNA498483,SAMN10863621,2232582973,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326215,GSM3589043,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589043,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523232,OTHER,302,7984280832,PRJNA498483,SAMN10863620,3936419867,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326216,GSM3589044,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589044,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523233,OTHER,302,4022665972,PRJNA498483,SAMN10863619,2012706086,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326217,GSM3589045,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589045,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523234,OTHER,302,4726382144,PRJNA498483,SAMN10863618,2325849252,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326218,GSM3589046,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589046,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523235,OTHER,302,5509437340,PRJNA498483,SAMN10863617,2698639217,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326219,GSM3589047,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589047,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523236,OTHER,302,5183890400,PRJNA498483,SAMN10863616,2539585886,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326220,GSM3589048,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589048,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523237,OTHER,302,6165855480,PRJNA498483,SAMN10863615,3023800490,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326221,GSM3589049,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589049,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523238,OTHER,302,4786465346,PRJNA498483,SAMN10863614,2387378074,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326222,GSM3589050,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589050,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523239,OTHER,302,5351571974,PRJNA498483,SAMN10863613,2619450059,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326223,GSM3589051,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589051,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523240,OTHER,302,4989139962,PRJNA498483,SAMN10863612,2450734656,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326224,GSM3589052,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589052,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523241,OTHER,302,4732070012,PRJNA498483,SAMN10863611,2329557517,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326225,GSM3589053,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589053,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523242,OTHER,302,4592724796,PRJNA498483,SAMN10863610,2277552227,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326226,GSM3589054,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589054,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523243,OTHER,302,4036712898,PRJNA498483,SAMN10863609,2007620321,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326227,GSM3589055,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589055,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523244,OTHER,302,4693037418,PRJNA498483,SAMN10863608,2314465774,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326228,GSM3589056,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589056,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523245,OTHER,302,4730561522,PRJNA498483,SAMN10863607,2335871159,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326229,GSM3589057,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589057,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523246,OTHER,302,5181888140,PRJNA498483,SAMN10863606,2559120303,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326230,GSM3589058,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589058,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523247,OTHER,302,4988828298,PRJNA498483,SAMN10863605,2453876490,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326231,GSM3589059,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589059,SRP166868,main olfactory epithelium,main olfactory epithelium
SRR8523248,OTHER,302,4911901046,PRJNA498483,SAMN10863604,2422513075,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5326232,GSM3589060,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM3589060,SRP166868,main olfactory epithelium,main olfactory epithelium
